"inventarnyi_nomer","id_katalognoi"
"07:0000534152","1464817"
"06:0000852995","1464829"
"09:0000471161","1464829"
"09:0000389508","1464844"
"01:0001479934","1464846"
"02:0001155168","1464846"
"06:0000853044","1464858"
"06:0001086281","1464883"
"09:0000327273","1464898"
"09:0000327289","1464905"
"06:0000853125","1464911"
"Б09:00029764","1464919"
"06:0001140881","1464921"
"07:0000534404","1464944"
"07:0000901006","1464945"
"07:0000743125","1464952"
"08:0001243999","1464958"
"09:0000327442","1464960"
"09:0000442338","1464972"
"09:0000327547","1464992"
"05:0000940094","1464995"
"03:0000746605","1465012"
"06:0000853351","1465014"
"01:0000380883","1465016"
"01:0001106827","1465016"
"04:0000112498","1465016"
"02:0000953540","1465016"
"02:0000614477","1465016"
"03:0001280849","1465016"
"01:0000300436","1465020"
"01:0000292923","1465020"
"06:0000758363","1465029"
"01:0001866865","1465036"
"09:0000393153","1465045"
"09:0000327687","1465054"
"01:0000562438","1465093"
"01:0001188380","1465093"
"01:0000591647","1465093"
"07:0000739345","1465093"
"07:0000844964","1465093"
"05:0000762006","1465093"
"09:0000476607","1465117"
"09:0000755497","1465124"
"05:0000985383","1465130"
"09:0000499042","1465131"
"07:0000534829","1465140"
"09:0000236120","1465144"
"01:0001711291","1465152"
"01:0001384366","1465152"
"08:0001027823","1465152"
"02:0000768217","1465152"
"04:0000900176","1465152"
"02:0000986532","1465152"
"02:0001014197","1465152"
"05:0000483434","1465152"
"04:0000628385","1465152"
"09:0000327996","1465158"
"09:0000328006","1465160"
"09:0000328032","1465166"
"06:0000818269","1465180"
"02:0001270655","1465180"
"08:0000940650","1465191"
"08:0000863763","1465196"
"07:0000719074","1465196"
"07:0001097109","1465196"
"06:0000853612","1465202"
"07:0000963812","1465209"
"08:0001229563","1465209"
"08:0000940674","1465223"
"08:0001036829","1465228"
"08:0000940687","1465248"
"08:0001274056","1465277"
"06:0000853731","1465288"
"08:0001287437","1465305"
"05:0000934299","1465318"
"09:0000328413","1465330"
"01:0001967936","1465345"
"09:0000328495","1465365"
"03:0001724640","1465367"
"01:0001132917","1465367"
"06:0000853848","1465368"
"06:0000853842","1465368"
"06:0000853853","1465374"
"09:0000868672","1465397"
"03:0001671595","1465398"
"01:0001681631","1465398"
"06:0000853883","1465398"
"09:0000328594","1465405"
"03:0001791295","1465410"
"04:0000921420","1465410"
"09:0000344305","1465417"
"09:0000328644","1465418"
"06:0000853905","1465419"
"04:0001005674","1465428"
"07:0000080422","1465437"
"04:0000506255","1465437"
"04:0000178413","1465437"
"04:0000119583","1465437"
"04:0000171843","1465437"
"09:0000328681","1465447"
"02:0000849964","1465454"
"09:0000175194","1465457"
"05:0000491542","1465465"
"05:0000483901","1465465"
"09:0000631167","1465494"
"09:0000224130","1465494"
"06:0000210628","1465494"
"09:0000328813","1465500"
"09:0000328850","1465510"
"09:0000328879","1465519"
"03:0001167521","1465524"
"03:0000937343","1465524"
"08:0001056296","1465524"
"09:0000328986","1465539"
"09:0000629225","1465545"
"10:0000339629","1465554"
"08:0001193476","1465567"
"08:0001193495","1465567"
"05:0000972959","1465567"
"05:0000972960","1465567"
"07:0000837626","1465582"
"07:0000837616","1465582"
"01:0001959859","1465582"
"09:0000329137","1465588"
"09:0000329234","1465628"
"09:0000329237","1465630"
"07:0000484380","1465639"
"07:0000269301","1465639"
"07:0000882328","1465639"
"01:0001867427","1465644"
"01:0001867428","1465648"
"09:0000329313","1465660"
"07:0000959386","1465669"
"09:0000329405","1465682"
"09:0000329488","1465705"
"07:0001017530","1465707"
"06:0000936139","1465737"
"06:0000220959","1465737"
"06:0000043500","1465737"
"11:0000005713","1465737"
"03:0000055125","1465750"
"01:0001505220","1465750"
"06:0000933576","1465750"
"09:0000329674","1465755"
"09:0000527257","1465756"
"09:0000329725","1465764"
"09:0000488883","1465768"
"09:0000329815","1465773"
"06:0000487185","1465783"
"03:0000802527","1465783"
"03:0001066452","1465783"
"03:0001650456","1465783"
"07:0000730139","1465789"
"07:0000757483","1465789"
"07:0000754724","1465797"
"10:0000334033","1465803"
"09:0000330009","1465835"
"08:0000941068","1465837"
"09:0000330049","1465845"
"09:0000330108","1465856"
"09:0000681135","1465865"
"03:0001304082","1465868"
"10:0000297144","1465868"
"09:0000330213","1465879"
"03:0000346751","1465887"
"05:0000122740","1465887"
"08:0000114887","1465887"
"08:0000091804","1465887"
"08:0000328253","1465887"
"01:0001903025","1465887"
"01:0000497847","1465887"
"01:0000024585","1465887"
"Б09:00012634","1465921"
"07:0000536248","1465926"
"09:0000330498","1465961"
"09:0000330509","1465961"
"08:0000941123","1465973"
"10:0000117115","1465980"
"09:0000389472","1465993"
"09:0000330587","1465994"
"08:0000691863","1466007"
"09:0000871141","1466021"
"08:0000941134","1466038"
"04:0001025881","1466038"
"04:0001025870","1466038"
"04:0001025882","1466038"
"04:0001025868","1466038"
"09:0000330772","1466048"
"09:0000451323","1466055"
"09:0000599822","1466070"
"09:0000795318","1466073"
"07:0000632865","1466079"
"06:0000854178","1466083"
"08:0001167120","1466086"
"03:0000655066","1466103"
"08:0000604077","1466103"
"02:0000942054","1466103"
"09:0000330956","1466109"
"09:0000643397","1466113"
"09:0000330989","1466120"
"09:0000467446","1466124"
"07:0000666012","1466134"
"Б06:00037640","1466142"
"06:0000854235","1466144"
"01:0001804922","1466147"
"06:0000948111","1466147"
"06:0000973769","1466147"
"01:0001469528","1466147"
"08:0000999803","1466147"
"03:0001499206","1466147"
"09:0000686010","1466147"
"03:0001114858","1466147"
"03:0001114848","1466147"
"05:0001023729","1466147"
"10:0000165134","1466147"
"06:0000911161","1466158"
"07:0000903268","1466174"
"01:0001988648","1466174"
"08:0000941156","1466176"
"07:0000536679","1466179"
"07:0000435435","1466187"
"07:0000510980","1466187"
"06:0000983651","1466187"
"09:0000901753","1466188"
"01:0001035599","1466188"
"08:0001123947","1466188"
"06:0000854337","1466188"
"01:0001796894","1466190"
"06:0000429392","1466192"
"01:0001867616","1466196"
"06:0000410550","1466199"
"10:0000094452","1466218"
"07:0000689098","1466226"
"07:0000246179","1466233"
"06:0001058755","1466235"
"05:0000548613","1466242"
"05:0000331663","1466242"
"09:0000363723","1466242"
"01:0001595576","1466242"
"06:0000615778","1466246"
"06:0000615776","1466246"
"07:0000536893","1466260"
"09:0000525118","1466269"
"05:0001066391","1466270"
"01:0001867649","1466273"
"05:0000922077","1466276"
"07:0000536951","1466284"
"08:0000941218","1466301"
"07:0000785486","1466302"
"09:0000407879","1466302"
"07:0000712681","1466304"
"09:0000604459","1466314"
"09:0000422037","1466316"
"09:0000606485","1466329"
"08:0000941245","1466334"
"08:0001037046","1466340"
"03:0001842665","1466345"
"07:0000822268","1466348"
"Б09:00025825","1466348"
"Б05:00037100","1466348"
"07:0000594579","1466353"
"06:0001118703","1466372"
"04:0001011105","1466391"
"05:0000922123","1466405"
"05:0000158179","1466420"
"06:0000004599","1466420"
"06:0000036336","1466420"
"07:0000027626","1466420"
"07:0000179554","1466420"
"05:0000922135","1466423"
"03:0000319764","1466438"
"04:0000800697","1466438"
"04:0000871906","1466438"
"10:0000146726","1466438"
"03:0000224774","1466439"
"09:0000363732","1466455"
"09:0000084156","1466471"
"06:0000081865","1466474"
"Б05:00015220","1466476"
"03:0001822327","1466476"
"03:0001022778","1466476"
"01:0001451350","1466476"
"09:0000331660","1466477"
"05:0000175151","1466496"
"07:0000690879","1466496"
"07:0000423118","1466496"
"08:0000941469","1466498"
"02:0000014053","1466504"
"08:0000941507","1466521"
"03:0001842673","1466524"
"09:0000570148","1466525"
"09:0000570150","1466525"
"01:0001990413","1466525"
"07:0000959846","1466527"
"09:0000331804","1466527"
"09:0000331813","1466533"
"09:0000331824","1466537"
"06:0000854451","1466539"
"03:0001857712","1466551"
"01:0001867758","1466554"
"05:0000423995","1466558"
"06:0000105944","1466558"
"01:0000208345","1466558"
"01:0001129090","1466558"
"08:0000941604","1466573"
"04:0001012099","1466576"
"07:0000796493","1466585"
"01:0001867755","1466587"
"09:0000331976","1466602"
"05:0000922239","1466614"
"08:0001057474","1466627"
"05:0000976607","1466627"
"07:0000956943","1466630"
"07:0000754204","1466636"
"09:0000332061","1466636"
"07:0000161223","1466677"
"08:0001038627","1466689"
"01:0000139248","1466709"
"08:0000941851","1466730"
"08:0001018683","1466733"
"05:0000868844","1466736"
"05:0001085246","1466736"
"02:0000262616","1466736"
"04:0000868476","1466736"
"05:0000922367","1466738"
"07:0000726492","1466746"
"07:0000538239","1466752"
"08:0000941882","1466755"
"08:0000941908","1466774"
"08:0001065410","1466774"
"01:0001888999","1466774"
"08:0001200854","1466782"
"08:0001156717","1466789"
"09:0000332392","1466797"
"03:0001842683","1466798"
"07:0000859044","1466813"
"09:0000906801","1466820"
"01:0000038429","1466825"
"05:0000922478","1466834"
"07:0000538452","1466835"
"05:0001086096","1466837"
"08:0000941978","1466837"
"09:0000756286","1466839"
"06:0000854778","1466840"
"10:0000326713","1466841"
"09:0000332479","1466845"
"08:0001095179","1466856"
"08:0001079607","1466856"
"09:0000344029","1466864"
"01:0000225077","1466875"
"05:0000922515","1466875"
"09:0000833925","1466881"
"07:0000998867","1466884"
"05:0000922523","1466885"
"04:0000795238","1466897"
"06:0000985957","1466901"
"08:0001209372","1466901"
"09:0000913354","1466907"
"07:0000812085","1466910"
"08:0000255030","1466915"
"03:0000523844","1466915"
"03:0001246658","1466915"
"08:0000962731","1466927"
"Б05:00046023","1466928"
"01:0001867862","1466929"
"09:0000332591","1466931"
"10:0000060818","1466933"
"08:0001294871","1466933"
"03:0001445909","1466933"
"07:0000728825","1466933"
"07:0000949288","1466935"
"05:0000922575","1466941"
"06:0000854868","1466942"
"08:0000236149","1466943"
"07:0000712678","1466976"
"09:0000431718","1466976"
"07:0001021704","1466976"
"08:0001009721","1466976"
"06:0000854923","1466984"
"09:0000332671","1466987"
"07:0000538680","1466997"
"08:0001009728","1467000"
"Б19:00001026","1467006"
"09:0000333570","1467020"
"07:0000538929","1467028"
"01:0001867933","1467029"
"08:0000942176","1467057"
"09:0000668707","1467070"
"09:0000728044","1467090"
"07:0000712549","1467090"
"03:0000128495","1467100"
"03:0000367444","1467100"
"02:0000687609","1467100"
"05:0000242963","1467100"
"05:0000647877","1467100"
"06:0000476847","1467100"
"08:0000260938","1467100"
"07:0000532299","1467109"
"07:0000586355","1467114"
"08:0000942221","1467118"
"03:0001667634","1467127"
"03:0001547871","1467127"
"05:0000922698","1467130"
"11:0000028565","1467157"
"11:0000028105","1467157"
"11:0000001061","1467157"
"11:0000058362","1467157"
"11:0000017408","1467157"
"11:0000028564","1467157"
"09:0000759177","1467170"
"09:0000333077","1467173"
"08:0000942277","1467177"
"10:0000326737","1467181"
"02:0001406055","1467192"
"09:0000695748","1467203"
"06:0000855169","1467221"
"09:0000333205","1467224"
"07:0000999067","1467227"
"01:0001868056","1467228"
"09:0000333210","1467230"
"08:0001198920","1467237"
"05:0000922774","1467237"
"05:0000922763","1467237"
"02:0000340013","1467238"
"02:0000585741","1467238"
"08:0001211084","1467246"
"01:0001150878","1467253"
"06:0000574326","1467253"
"03:0001037937","1467253"
"05:0000468150","1467253"
"08:0000942338","1467254"
"09:0000588925","1467285"
"07:0000539401","1467287"
"07:0000539467","1467314"
"09:0000499846","1467326"
"07:0000539552","1467346"
"09:0000761211","1467347"
"09:0000915244","1467347"
"06:0000855303","1467347"
"01:0001144281","1467363"
"01:0000421749","1467363"
"06:0000866174","1467363"
"02:0001101791","1467363"
"02:0001128377","1467363"
"04:0000750701","1467363"
"05:0000549463","1467363"
"02:0001005455","1467363"
"09:0000889176","1467363"
"09:0000634042","1467363"
"09:0000641384","1467393"
"Б09:00004387","1467414"
"09:0000333594","1467432"
"09:0000376069","1467432"
"09:0000333621","1467441"
"09:0000895447","1467449"
"09:0000516348","1467449"
"03:0001356836","1467460"
"01:0001340835","1467460"
"08:0000774043","1467460"
"08:0000942487","1467460"
"08:0001206815","1467460"
"09:0000333661","1467461"
"09:0000516316","1467466"
"09:0000333696","1467477"
"08:0000282143","1467488"
"08:0001213812","1467492"
"06:0000855452","1467493"
"07:0000539825","1467496"
"09:0000333743","1467498"
"06:0000855467","1467509"
"08:0000970411","1467510"
"01:0001868309","1467516"
"09:0000333791","1467522"
"08:0000942568","1467525"
"07:0000769092","1467536"
"09:0000333844","1467541"
"06:0000964307","1467556"
"01:0001898141","1467562"
"07:0000902412","1467565"
"07:0000500681","1467577"
"09:0000333918","1467580"
"09:0000805028","1467582"
"09:0000502161","1467582"
"07:0000772892","1467582"
"07:0001026376","1467588"
"06:0000855690","1467593"
"09:0000540955","1467596"
"07:0000884174","1467596"
"09:0000374808","1467610"
"01:0000536811","1467611"
"01:0001868413","1467611"
"02:0001401360","1467611"
"09:0000334126","1467658"
"09:0000403375","1467659"
"06:0000855860","1467680"
"01:0001868499","1467683"
"09:0000334225","1467694"
"09:0000696310","1467705"
"06:0000855901","1467706"
"07:0000186943","1467716"
"09:0000541330","1467719"
"01:0001597840","1467727"
"07:0001118215","1467728"
"09:0000648021","1467728"
"05:0000923118","1467729"
"13:0000030970","1467729"
"09:0000570290","1467729"
"09:0000570292","1467729"
"03:0001690067","1467737"
"05:0000365070","1467741"
"06:0000803340","1467741"
"09:0000570470","1467744"
"07:0001055403","1467745"
"03:0001690074","1467750"
"02:0000055043","1467750"
"06:0001056646","1467752"
"07:0000587712","1467752"
"07:0000540427","1467752"
"08:0001217710","1467753"
"09:0000229187","1467767"
"06:0001137311","1467771"
"07:0000929376","1467775"
"06:0000915448","1467776"
"09:0000572580","1467783"
"09:0000572588","1467783"
"19:0000001268","1467783"
"05:0000923180","1467783"
"06:0000867122","1467786"
"06:0000856068","1467788"
"08:0001127854","1467792"
"08:0001264601","1467802"
"10:0000326771","1467805"
"06:0000856106","1467812"
"09:0000334583","1467837"
"09:0000334705","1467884"
"09:0000334712","1467885"
"09:0000334739","1467894"
"06:0000856313","1467923"
"05:0000923350","1467939"
"06:0000879563","1467949"
"07:0000540867","1467951"
"07:0000369396","1467962"
"08:0000943135","1467979"
"09:0000488261","1467997"
"08:0000943205","1468025"
"08:0001174565","1468028"
"08:0000949805","1468036"
"06:0000856491","1468036"
"09:0000554538","1468041"
"09:0000488250","1468042"
"09:0000090329","1468043"
"07:0001079845","1468078"
"07:0000798411","1468085"
"09:0000347662","1468111"
"06:0000856670","1468116"
"08:0001147440","1468150"
"07:0000898523","1468164"
"09:0000407462","1468164"
"Б06:00037910","1468177"
"05:0000967083","1468178"
"07:0000882383","1468180"
"08:0001278723","1468182"
"07:0001100251","1468183"
"07:0000716354","1468195"
"05:0000923573","1468203"
"08:0001301548","1468204"
"08:0001172826","1468204"
"08:0001177197","1468210"
"Б06:00037915","1468211"
"07:0000859361","1468224"
"09:0000499189","1468232"
"06:0000856905","1468233"
"09:0000335591","1468239"
"05:0000484281","1468245"
"08:0000971603","1468251"
"09:0000335646","1468266"
"06:0000856992","1468289"
"Б06:00037932","1468295"
"08:0000362803","1468296"
"04:0000507681","1468296"
"07:0000752681","1468312"
"07:0000815778","1468336"
"05:0000923707","1468345"
"06:0000857033","1468347"
"09:0000694897","1468367"
"07:0000768893","1468370"
"09:0000627733","1468370"
"08:0001039987","1468374"
"08:0001157580","1468374"
"06:0000857056","1468375"
"01:0001516917","1468387"
"01:0001403245","1468387"
"08:0001025870","1468401"
"07:0000751794","1468401"
"06:0001038967","1468405"
"Б06:00037954","1468409"
"09:0000382908","1468410"
"06:0000857092","1468412"
"06:0000857089","1468417"
"09:0000401121","1468423"
"08:0001103342","1468423"
"06:0000857091","1468423"
"09:0000335882","1468434"
"07:0000957155","1468438"
"07:0000920333","1468446"
"08:0001244796","1468447"
"07:0000542190","1468453"
"01:0001869061","1468454"
"07:0000617343","1468461"
"07:0000669038","1468461"
"07:0000746768","1468461"
"07:0000289275","1468461"
"03:0000519943","1468461"
"09:0000798348","1468461"
"05:0000864194","1468461"
"11:0000092612","1468461"
"02:0000486110","1468461"
"01:0001890345","1468461"
"06:0000891624","1468461"
"01:0001884266","1468461"
"09:0000558851","1468463"
"06:0000863928","1468463"
"05:0000923816","1468475"
"06:0000860652","1468481"
"03:0000994894","1468486"
"03:0001430949","1468493"
"03:0001401991","1468493"
"03:0000924237","1468493"
"09:0000598060","1468493"
"02:0000066992","1468493"
"06:0000902526","1468493"
"09:0000336013","1468500"
"08:0001182824","1468501"
"06:0000857162","1468504"
"06:0001002712","1468516"
"02:0000894555","1468537"
"09:0000911082","1468541"
"07:0000598432","1468583"
"06:0000857229","1468592"
"08:0001226086","1468592"
"09:0000734152","1468596"
"07:0000625976","1468609"
"06:0000857264","1468648"
"09:0000343866","1468649"
"09:0000336415","1468649"
"05:0000924001","1468696"
"09:0000730624","1468726"
"13:0000007850","1468734"
"09:0000418399","1468738"
"09:0000336670","1468755"
"08:0000944089","1468778"
"07:0000542902","1468780"
"07:0000542903","1468781"
"06:0000857395","1468789"
"08:0001241903","1468805"
"07:0000043074","1468813"
"03:0000715359","1468824"
"04:0001006011","1468839"
"04:0000644201","1468846"
"09:0000448384","1468876"
"09:0000336891","1468887"
"05:0000173468","1468898"
"02:0000417409","1468899"
"05:0000924108","1468910"
"09:0000336957","1468923"
"07:0001107016","1468941"
"09:0000715259","1468948"
"09:0000337046","1468969"
"09:0000337087","1468978"
"09:0000500837","1468982"
"05:0000924165","1468997"
"09:0000868796","1469007"
"09:0000723741","1469019"
"09:0000917518","1469019"
"07:0000583168","1469019"
"01:0001961230","1469026"
"09:0000820212","1469032"
"09:0000444905","1469047"
"06:0000857486","1469061"
"09:0000337397","1469065"
"01:0001869515","1469081"
"08:0000944337","1469086"
"07:0000543525","1469099"
"07:0000809798","1469104"
"07:0000533159","1469104"
"09:0000437145","1469104"
"09:0000337523","1469105"
"05:0000924240","1469116"
"09:0000533583","1469119"
"09:0000337586","1469124"
"07:0000521598","1469139"
"09:0000658126","1469152"
"09:0000512498","1469152"
"09:0000593434","1469152"
"09:0000714254","1469152"
"09:0000880629","1469152"
"01:0001869546","1469160"
"09:0000337875","1469174"
"09:0000337798","1469182"
"01:0001869573","1469185"
"08:0001089577","1469186"
"09:0000252428","1469186"
"07:0000873495","1469186"
"07:0000180726","1469186"
"07:0000543763","1469206"
"05:0000128276","1469216"
"09:0000381648","1469225"
"01:0001685307","1469225"
"05:0000787525","1469225"
"16:0000024576","1469228"
"08:0001234470","1469228"
"09:0000337917","1469229"
"06:0000894737","1469233"
"09:0000338017","1469262"
"05:0000924356","1469287"
"07:0000095898","1469321"
"03:0000263198","1469321"
"05:0000208594","1469321"
"07:0000544020","1469331"
"09:0000882023","1469333"
"03:0001842848","1469354"
"09:0000728187","1469373"
"03:0001088143","1469379"
"06:0000282886","1469379"
"02:0001257699","1469379"
"05:0001013918","1469379"
"01:0001165711","1469391"
"Б01:00077985","1469408"
"07:0000544244","1469416"
"09:0000338601","1469439"
"09:0000458141","1469455"
"05:0000924496","1469476"
"05:0000924504","1469484"
"05:0000924512","1469484"
"01:0001109314","1469485"
"01:0001869752","1469492"
"08:0001185201","1469492"
"08:0000973074","1469492"
"01:0001888736","1469501"
"05:0001027005","1469506"
"09:0000338863","1469510"
"07:0000544481","1469512"
"09:0000338900","1469517"
"04:0000626175","1469521"
"07:0000607079","1469521"
"Б09:00012878","1469521"
"09:0000339078","1469574"
"03:0001466825","1469611"
"03:0001672422","1469611"
"01:0000800106","1469613"
"07:0000587742","1469620"
"08:0001258129","1469626"
"09:0000339282","1469631"
"09:0000339308","1469643"
"08:0001229470","1469656"
"06:0000857989","1469656"
"06:0000858008","1469668"
"09:0000339482","1469679"
"09:0000570272","1469680"
"09:0000570257","1469680"
"09:0000570270","1469680"
"01:0001990989","1469680"
"08:0001199074","1469680"
"09:0000681510","1469683"
"07:0000544798","1469691"
"Б01:00075996","1469692"
"07:0000544803","1469694"
"08:0001129236","1469696"
"Б09:00036010","1469706"
"10:0000326804","1469719"
"06:0000858087","1469745"
"07:0001024390","1469762"
"09:0000339703","1469764"
"06:0000858104","1469768"
"09:0000360823","1469782"
"09:0000062759","1469785"
"09:0000830447","1469816"
"09:0000518318","1469816"
"08:0000441949","1469816"
"01:0001224455","1469816"
"05:0000615632","1469816"
"09:0000339919","1469835"
"13:0000030837","1469839"
"05:0000924792","1469845"
"21:0000004985","1469847"
"06:0000858193","1469859"
"09:0000339984","1469885"
"07:0000545129","1469902"
"03:0001083866","1469903"
"07:0000635960","1469903"
"10:0000080731","1469903"
"06:0000821235","1469903"
"06:0000631549","1469903"
"01:0001870192","1469906"
"08:0001090035","1469908"
"09:0000340085","1469914"
"06:0000858321","1469924"
"06:0000990060","1469931"
"07:0001021694","1469940"
"09:0000340240","1469952"
"06:0000858390","1469960"
"05:0000924886","1469961"
"06:0000900224","1469967"
"05:0000924895","1469979"
"09:0000353822","1469983"
"06:0001098535","1469983"
"05:0000924922","1470016"
"09:0000747716","1470041"
"07:0000584288","1470091"
"04:0001006128","1470092"
"09:0000407486","1470106"
"09:0000629478","1470106"
"09:0000634803","1470122"
"07:0000545666","1470142"
"05:0000993794","1470145"
"09:0000340845","1470170"
"06:0000858605","1470173"
"Б06:00038103","1470180"
"09:0000511842","1470195"
"09:0000340926","1470200"
"09:0000401870","1470201"
"11:0000042740","1470203"
"06:0000858637","1470203"
"04:0001006257","1470222"
"07:0000545847","1470233"
"06:0000858682","1470234"
"08:0000953173","1470241"
"07:0001064979","1470241"
"02:0000891871","1470250"
"06:0000858724","1470264"
"05:0000925251","1470270"
"06:0000947583","1470272"
"07:0000821917","1470298"
"06:0000858781","1470301"
"09:0000576624","1470312"
"05:0000993773","1470316"
"09:0000341347","1470325"
"07:0000911882","1470365"
"09:0000341460","1470368"
"05:0000925122","1470369"
"08:0001118099","1470375"
"06:0000962399","1470377"
"09:0000341507","1470380"
"09:0000406806","1470381"
"01:0001870731","1470387"
"06:0001038806","1470388"
"09:0000725687","1470400"
"07:0000972247","1470405"
"09:0000916876","1470433"
"01:0001870796","1470447"
"09:0000341677","1470452"
"08:0000945976","1470488"
"01:0001870843","1470500"
"08:0001257120","1470500"
"03:0001138179","1470500"
"05:0001101504","1470548"
"07:0000703251","1470550"
"09:0000342051","1470572"
"06:0000945640","1470607"
"09:0000590085","1470607"
"01:0001990963","1470608"
"08:0000946183","1470628"
"06:0000466344","1470640"
"06:0000225018","1470640"
"08:0001284248","1470647"
"08:0000946236","1470654"
"03:0001319314","1470658"
"07:0000063681","1470658"
"07:0001086243","1470658"
"06:0000363751","1470658"
"01:0001575539","1470658"
"01:0001108486","1470658"
"01:0001709129","1470658"
"02:0000557056","1470658"
"02:0001121828","1470658"
"05:0000456947","1470658"
"06:0000859395","1470687"
"07:0001041882","1470690"
"09:0000597157","1470695"
"05:0000925345","1470696"
"09:0000342387","1470697"
"09:0000342388","1470698"
"09:0000882137","1470700"
"08:0001133909","1470703"
"08:0001061097","1470707"
"08:0000946357","1470716"
"06:0000859469","1470741"
"02:0000091451","1470749"
"05:0000297419","1470749"
"05:0000938163","1470749"
"06:0000412805","1470749"
"01:0001486071","1470749"
"02:0001055423","1470758"
"02:0000596241","1470758"
"06:0001122863","1470770"
"Б07:00030113","1470771"
"07:0000546807","1470777"
"07:0000967697","1470782"
"07:0000967692","1470782"
"09:0000638597","1470782"
"09:0000342789","1470814"
"08:0001031562","1470815"
"07:0000917926","1470827"
"Б07:00016482","1470828"
"09:0000342837","1470832"
"07:0000982140","1470860"
"08:0001256441","1470860"
"08:0001085993","1470866"
"09:0000578666","1470866"
"09:0000592059","1470867"
"09:0000615454","1470867"
"09:0000342968","1470870"
"05:0000925481","1470872"
"07:0000616235","1470874"
"08:0000998364","1470874"
"05:0000925486","1470881"
"07:0001020166","1470902"
"09:0000579452","1470910"
"04:0001028956","1470910"
"02:0001432444","1470918"
"09:0000368537","1470954"
"05:0000925546","1470965"
"06:0000859882","1470968"
"09:0000627031","1470978"
"08:0001126252","1470980"
"08:0000946824","1471011"
"01:0001873853","1471046"
"09:0000547027","1471049"
"06:0000860060","1471054"
"05:0000925588","1471061"
"09:0000483315","1471079"
"06:0000863588","1471080"
"09:0000878126","1471085"
"Б06:00038275","1471097"
"06:0001116157","1471105"
"08:0000440248","1471111"
"06:0000869182","1471111"
"03:0001397964","1471111"
"05:0000357169","1471111"
"05:0000925619","1471121"
"13:0000032994","1471126"
"Б06:00038287","1471133"
"07:0000547468","1471145"
"06:0000860309","1471150"
"08:0000984620","1471154"
"07:0000906508","1471160"
"07:0000607476","1471160"
"05:0000925633","1471167"
"09:0000453828","1471188"
"07:0000870594","1471188"
"07:0001048532","1471188"
"06:0000947639","1471188"
"07:0000600784","1471194"
"07:0000059441","1471205"
"09:0000692769","1471211"
"07:0000818381","1471214"
"09:0000379087","1471215"
"07:0000547676","1471228"
"08:0000947226","1471249"
"08:0000230524","1471258"
"03:0000220010","1471264"
"09:0000401426","1471264"
"05:0000654798","1471264"
"04:0000261316","1471264"
"08:0001003927","1471265"
"09:0000841800","1471267"
"09:0000772567","1471305"
"09:0000763950","1471330"
"09:0000485945","1471345"
"06:0000860677","1471376"
"01:0001890800","1471376"
"09:0000344325","1471384"
"09:0000903307","1471384"
"04:0001042241","1471399"
"03:0001181932","1471401"
"09:0000344446","1471410"
"06:0000860757","1471426"
"Б03:00051250","1471428"
"01:0001871749","1471436"
"02:0000864388","1471469"
"02:0000094996","1471469"
"04:0000195303","1471469"
"09:0000389087","1471484"
"08:0000984202","1471484"
"09:0000349668","1471505"
"07:0000632867","1471507"
"04:0001006213","1471512"
"08:0000947630","1471513"
"06:0000907280","1471522"
"09:0000428777","1471555"
"09:0000344736","1471577"
"09:0000344787","1471583"
"09:0000455798","1471584"
"09:0000666192","1471600"
"11:0000099440","1471615"
"07:0000548685","1471620"
"07:0000548686","1471621"
"07:0000548759","1471641"
"07:0000548793","1471654"
"Б07:00031079","1471661"
"Б09:00039073","1471661"
"01:0001872026","1471671"
"01:0001871983","1471676"
"Б07:00029863","1471682"
"Б07:00030718","1471687"
"Б09:00025347","1471688"
"09:0000345064","1471690"
"04:0000520195","1471718"
"02:0000087503","1471728"
"05:0000928804","1471750"
"06:0001109273","1471750"
"07:0000720657","1471773"
"08:0001234070","1471777"
"04:0000699404","1471778"
"07:0000549081","1471811"
"05:0000926053","1471814"
"Б01:00076152","1471817"
"07:0000549113","1471824"
"05:0001071609","1471855"
"09:0000908371","1471897"
"07:0000549330","1471909"
"07:0000733371","1471914"
"19:0000015072","1471919"
"09:0000469805","1471940"
"07:0000549456","1471945"
"Б05:00049569","1471950"
"07:0000549563","1471979"
"09:0000370577","1471989"
"03:0001718914","1471991"
"07:0000297543","1471991"
"01:0000055507","1471991"
"06:0001132837","1471992"
"08:0001013431","1471992"
"Б06:00045560","1471994"
"07:0000759349","1471996"
"07:0000549698","1472026"
"Б06:00038362","1472034"
"06:0000861111","1472041"
"07:0000549765","1472047"
"08:0001159187","1472090"
"07:0000745889","1472091"
"09:0000418768","1472095"
"09:0000346088","1472103"
"03:0000673124","1472123"
"07:0000637594","1472126"
"09:0000346220","1472141"
"05:0000926254","1472147"
"07:0000906230","1472152"
"09:0000346254","1472154"
"09:0000346350","1472176"
"08:0000948203","1472191"
"09:0000346475","1472208"
"09:0000898103","1472208"
"09:0000346503","1472219"
"01:0001872370","1472221"
"04:0001034361","1472249"
"07:0000550446","1472266"
"09:0000491579","1472267"
"07:0000786176","1472304"
"01:0001021902","1472351"
"01:0001755246","1472351"
"07:0000672728","1472353"
"Б07:00021158","1472355"
"Б06:00050575","1472355"
"09:0000226048","1472366"
"03:0000701618","1472366"
"08:0000462678","1472371"
"04:0000825389","1472371"
"08:0001007060","1472376"
"09:0000281553","1472393"
"08:0001204635","1472406"
"06:0001096890","1472406"
