"id_chitatelya","inventarnyi_nomer"
"131824","04:0001012088"
"354004","09:0000883520"
"86778","01:0001855302"
"461550","09:0000661292"
"528501","09:0000295624"
"116802","04:0000146528"
"109621","04:0001006471"
"10393","03:0000866827"
"2730","03:0000120986"
"16997","03:0000292228"
"2730","03:0000120986"
"16997","03:0000292228"
"182967","08:0000242422"
"183133","05:0000090225"
"183106","05:0000090225"
"155623","04:0000024492"
"160922","02:0000003651"
"10917","03:0001230803"
"186426","02:0001353417"
"148288","02:0000679841"
"107382","01:0000484645"
"168876","05:0000090225"
"187915","05:0000070725"
"72154","02:0001078018"
"35380","03:0000292228"
"38104","03:0001234253"
"165741","05:0000285420"
"75266","10:0000125113"
"248822","08:0000119623"
"178729","01:0000308871"
"183901","Б05:00002696"
"120090","02:0000288299"
"249647","06:0000142403"
"184906","Б05:00002696"
"128557","08:0000191479"
"250513","06:0000084719"
"219489","Б05:00010057"
"169771","Б05:00002696"
"218163","Б05:00002696"
"168672","Б05:00002696"
"178417","Б05:00002696"
"252373","Б05:00002696"
"166546","Б05:00002696"
"147032","04:0000898422"
"117917","08:0000028539"
"157641","08:0000726699"
"119861","Б05:00001891"
"296671","06:0000010033"
"214067","06:0000116467"
"118705","01:0000915041"
"175452","04:0000705656"
"159394","05:0000758069"
"284795","06:0000422828"
"323279","07:0000287564"
"332688","07:0000268903"
"35749","03:0000983224"
"280914","11:0000021626"
"177808","05:0000226414"
"276780","03:0001438802"
"186953","08:0000420108"
"85122","02:0000091107"
"231551","03:0001092504"
"346556","09:0000008425"
"325701","08:0000031565"
"182405","05:0000356664"
"226551","05:0000512402"
"201071","05:0000078887"
"220484","08:0000199165"
"342563","09:0000008425"
"402626","09:0000246967"
"379250","09:0000236625"
"333939","Б09:00012376"
"333939","Б09:00012373"
"361975","09:0000307604"
"332549","Б09:00012385"
"336028","Б09:00012325"
"358812","09:0000298735"
"358812","09:0000299005"
"352863","09:0000326157"
"360433","09:0000325893"
"400978","09:0000325890"
"435684","09:0000335120"
"435684","09:0000335016"
"409640","09:0000372242"
"350327","09:0000353278"
"435644","09:0000335016"
"436253","05:0000898700"
"421765","06:0000882237"
"430889","06:0000882237"
"353580","09:0000008425"
"430836","06:0000882237"
"322086","Б06:00036630"
"338542","Б09:00012652"
"336604","Б09:00012385"
"336247","Б09:00012652"
"436532","09:0000294394"
"436772","09:0000356236"
"358685","Б09:00012373"
"358685","Б09:00012376"
"358685","Б09:00012385"
"394010","02:0001142237"
"436206","09:0000246967"
"327775","07:0000426020"
"436873","09:0000246967"
"436854","09:0000246967"
"436854","09:0000246967"
"422584","09:0000365738"
"437337","09:0000367257"
"437319","09:0000335016"
"437271","09:0000335016"
"437271","09:0000335120"
"450209","09:0000409993"
"400029","06:0000944413"
"454772","06:0000944413"
"460098","06:0000944413"
"464501","09:0000334113"
"450028","06:0000944413"
"398397","06:0000945910"
"332957","Б09:00012330"
"343768","07:0000266384"
"342181","Б09:00012652"
"374092","Б09:00012373"
"374092","Б09:00012385"
"422160","05:0000939625"
"349631","Б09:00012376"
"445234","09:0000525211"
"388725","09:0000409993"
"446012","09:0000365738"
"374344","09:0000367257"
"303719","08:0000404176"
"375001","09:0000063724"
"162388","05:0000078887"
"333627","09:0000300605"
"355643","Б07:00015668"
"315594","Б05:00011424"
"298035","06:0000949712"
"355660","09:0000299005"
"354197","09:0000298594"
"367876","09:0000356491"
"234331","06:0000854578"
"348409","07:0000636835"
"114179","08:0000928485"
"326584","07:0000533446"
"318127","06:0000622973"
"433174","05:0000966959"
"497546","11:0000095912"
"198284","05:0000502360"
"320288","07:0000633626"
"447010","09:0000340077"
"459224","09:0000330322"
"385226","07:0000888813"
"498027","09:0000590835"
"498176","09:0000588067"
"444423","09:0000439986"
"29933","10:0000326313"
"299855","05:0000820374"
"211329","05:0000912443"
"347380","11:0000095912"
"269521","02:0001430884"
"490036","08:0000942263"
"501600","09:0000791954"
"83883","01:0001855675"
"185483","04:0001012093"
"429163","09:0000588067"
"429165","09:0000588067"
"273561","06:0000890455"
"389372","09:0000326359"
"389372","09:0000326486"
"313922","08:0000863984"
"132468","03:0000222753"
"226354","06:0000890451"
"390255","09:0000794070"
"151931","Б07:00015444"
"169552","05:0000925260"
"91667","04:0001011101"
"526694","09:0000321282"
"374623","09:0000570142"
"471214","09:0000290985"
"362904","08:0000484844"
"462892","08:0000969194"
"152594","04:0001012093"
"467462","Б07:00015737"
"383134","09:0000605585"
"230621","Б06:00053706"
"204630","05:0000922189"
"278326","06:0000863377"
"527052","09:0000335120"
"58628","10:0000050657"
"383813","Б07:00029544"
"383813","Б07:00029549"
"86255","01:0001855357"
"376314","09:0000348683"
"532368","09:0000343314"
"177577","05:0000924809"
"449250","09:0000503246"
"555871","09:0000576372"
"101229","04:0001040635"
"556361","19:0000022036"
"422590","09:0000488094"
"244774","05:0001006078"
"188975","05:0000925285"
"469432","09:0000680256"
"516279","Б09:00037539"
"448711","08:0000928469"
"447357","09:0000356236"
"153827","04:0001006245"
"287176","06:0000856044"
"358095","Б06:00054504"
"556915","09:0000619683"
"352814","09:0000680256"
"533735","06:0000125760"
"373481","09:0000323431"
"556820","09:0000605585"
"470531","09:0000403679"
"86778","01:0001855675"
"484336","09:0000573457"
"369628","Б07:00028592"
"557332","07:0000082356"
"417835","08:0000969194"
"599","03:0000031159"
"8928","03:0000041337"
"11207","03:0000198060"
"8674","03:0000041337"
"16997","03:0000190999"
"599","03:0000031159"
"8928","03:0000041337"
"11207","03:0000198060"
"8674","03:0000041337"
"16997","03:0000190999"
"2078","03:0000340215"
"94861","02:0000017481"
"164665","05:0000176256"
"164843","04:0000029107"
"185615","01:0000912712"
"150010","03:0000413257"
"130443","08:0000001134"
"113852","01:0000982211"
"187798","08:0000229210"
"246200","06:0000048839"
"226891","02:0000172047"
"147727","02:0000405612"
"193424","05:0000230171"
"217128","05:0000549348"
"302189","Б05:00026152"
"134179","01:0001641059"
"86537","02:0000377244"
"173055","05:0000106358"
"264601","06:0000555455"
"258828","06:0000555455"
"90369","04:0000027229"
"359423","06:0000151626"
"359384","09:0000040114"
"205475","05:0000112132"
"136592","08:0000229210"
"116244","04:0000029107"
"106729","08:0000402940"
"284499","11:0000004579"
"359396","09:0000040114"
"396641","09:0000208847"
"330317","03:0000140656"
"372446","07:0000279106"
"268520","05:0000285682"
"379743","09:0000248234"
"435470","09:0000040114"
"345328","09:0000316608"
"222630","04:0000035073"
"269226","10:0000326309"
"282489","11:0000095897"
"333939","Б09:00012358"
"333939","Б09:00012366"
"333939","Б09:00012384"
"333424","Б09:00012644"
"336028","Б09:00012319"
"398087","09:0000351260"
"435684","09:0000334993"
"435644","09:0000334993"
"102754","Б01:00076067"
"373097","06:0000882278"
"338542","Б09:00012653"
"336343","Б09:00012340"
"363769","09:0000289020"
"342181","Б09:00012340"
"336247","Б09:00012653"
"436617","09:0000297973"
"354100","Б09:00012359"
"354100","Б09:00012644"
"436508","09:0000297710"
"343488","Б09:00012649"
"358685","Б09:00012358"
"358685","Б09:00012366"
"389285","07:0000288440"
"213686","08:0000965286"
"379844","06:0000039633"
"386520","06:0000039633"
"390664","06:0000039633"
"424105","09:0000391531"
"241363","05:0000923112"
"97247","04:0000062839"
"198021","05:0000926650"
"422590","09:0000367505"
"437281","Б07:00015825"
"437271","09:0000334993"
"221879","06:0000862242"
"268068","Б05:00005220"
"299081","Б05:00005148"
"415530","09:0000064178"
"318909","06:0000862242"
"463890","09:0000328770"
"338814","06:0000862242"
"393445","09:0000289511"
"464849","01:0001861445"
"430694","10:0000013476"
"397865","Б06:00038989"
"385978","09:0000526527"
"332957","Б09:00012319"
"355675","Б09:00012359"
"355675","Б09:00012649"
"355675","Б09:00012359"
"355675","Б09:00012366"
"355675","Б09:00012358"
"342181","Б09:00012653"
"374092","Б09:00012384"
"374092","Б09:00012644"
"333281","Б09:00012340"
"349631","Б09:00012358"
"349631","Б09:00012366"
"349631","Б09:00012359"
"349631","Б09:00012649"
"418144","09:0000363223"
"64333","Б05:00013562"
"197753","Б05:00013562"
"378056","Б05:00013562"
"178636","Б05:00013562"
"285857","11:0000004579"
"408501","09:0000302191"
"425164","09:0000310747"
"430667","09:0000365109"
"367120","09:0000365685"
"465439","07:0000682341"
"378634","06:0000862161"
"444061","09:0000530203"
"341526","09:0000419048"
"465772","07:0000683823"
"355643","Б07:00015673"
"355643","Б07:00015666"
"240220","01:0001858164"
"360484","Б07:00016481"
"373748","09:0000290304"
"175892","05:0000926799"
"462209","09:0000298591"
"449985","09:0000297973"
"424240","09:0000298194"
"353627","07:0000508253"
"497546","11:0000095899"
"360409","07:0000558065"
"367757","Б05:00004104"
"456765","09:0000296099"
"20352","03:0000289030"
"243301","06:0000928599"
"371383","09:0000319764"
"238523","06:0000152182"
"443093","09:0000332119"
"436617","09:0000329845"
"443823","09:0000310747"
"386556","07:0000518263"
"420062","05:0000445573"
"320551","07:0000555683"
"5206","09:0000330584"
"330360","07:0000162178"
"498311","01:0001869483"
"475772","06:0000089328"
"39911","01:0001953332"
"110978","04:0000029107"
"404578","07:0000897372"
"347380","11:0000095899"
"171789","05:0000929015"
"439474","09:0000303231"
"81160","01:0001857007"
"446233","04:0000748710"
"525411","07:0000767182"
"525468","01:0001855463"
"429163","09:0000591695"
"429163","09:0000590897"
"429165","09:0000591695"
"429165","09:0000590897"
"429165","09:0000589289"
"417153","09:0000298077"
"525551","09:0000288592"
"507636","Б06:00038101"
"503977","09:0000280272"
"43230","02:0000776123"
"151931","Б07:00015459"
"519333","09:0000298591"
"383116","09:0000589289"
"194052","08:0001054810"
"194052","08:0001054813"
"451961","09:0000475835"
"525545","09:0000317676"
"470303","09:0000321249"
"526854","09:0000302192"
"119413","08:0000932409"
"417672","06:0000856203"
"288910","06:0000853849"
"527052","09:0000334993"
"383813","Б07:00029546"
"356660","Б09:00040060"
"331019","01:0001855691"
"277484","02:0001437011"
"292803","05:0000230171"
"161806","05:0000331832"
"398202","06:0000864664"
"452786","09:0000488039"
"487436","06:0000989336"
"556873","01:0001855245"
"557177","21:0000006758"
"373481","09:0000339747"
"418373","09:0000371409"
"354013","07:0000795553"
"557437","09:0000297354"
"459624","09:0000744295"
"11535","03:0000041312"
"17559","03:0000041312"
"11535","03:0000041312"
"17559","03:0000041312"
"58186","02:0000161659"
"174669","04:0000266432"
"147882","04:0000503422"
"185064","02:0000001312"
"95774","04:0000226961"
"91653","04:0000214247"
"19738","03:0000893290"
"171150","01:0000311365"
"150924","01:0000672777"
"21491","03:0000316070"
"174694","Б05:00006873"
"108024","01:0000418260"
"48240","03:0000350766"
"228321","06:0000121422"
"92641","01:0000113012"
"39329","02:0000008871"
"219537","06:0000067122"
"166025","04:0000503422"
"220392","05:0000119352"
"221162","06:0000034746"
"197576","03:0000952728"
"100220","04:0000226961"
"84451","01:0001575671"
"120203","08:0000032285"
"265455","03:0000787809"
"263487","05:0000134434"
"285704","02:0001003810"
"319114","07:0000063042"
"125903","08:0000189289"
"362111","07:0000222739"
"83995","03:0000247587"
"237845","06:0000130548"
"7678","03:0000640493"
"269215","Б05:00006873"
"329182","06:0000067122"
"385904","09:0000217731"
"403416","09:0000241343"
"336060","08:0000101498"
"403740","09:0000017057"
"402392","09:0000304392"
"435493","07:0000562474"
"383134","09:0000292069"
"371810","09:0000340296"
"393758","09:0000324906"
"333424","Б09:00012639"
"298526","05:0000840840"
"435326","09:0000386285"
"426572","09:0000323936"
"358812","09:0000298703"
"352863","09:0000325888"
"357700","09:0000153510"
"436078","06:0000881530"
"435684","09:0000335006"
"435644","09:0000335006"
"169639","03:0000350766"
"436310","09:0000388609"
"233356","06:0000144888"
"393307","05:0000488966"
"342181","Б09:00011488"
"354100","Б09:00012639"
"436752","09:0000365510"
"436859","09:0000323954"
"362188","09:0000288091"
"237845","06:0000130548"
"428333","09:0000389664"
"428405","09:0000389664"
"387126","09:0000153510"
"422584","09:0000365735"
"437281","Б07:00015823"
"437319","09:0000335006"
"437271","09:0000335006"
"464489","07:0000647433"
"464544","07:0000562474"
"206643","06:0000067122"
"434279","01:0001867641"
"267697","02:0000076533"
"355675","Б09:00012648"
"355675","Б09:00012639"
"355675","Б09:00012648"
"333281","Б09:00011488"
"349631","Б09:00012639"
"449120","09:0000303053"
"425164","09:0000310553"
"454080","09:0000153510"
"446012","09:0000365735"
"453023","09:0000439418"
"417306","09:0000493708"
"449839","Б07:00014885"
"380088","09:0000451262"
"343157","09:0000292069"
"260230","05:0000924735"
"348645","07:0000100235"
"355660","09:0000298703"
"462187","09:0000340816"
"461946","09:0000298373"
"417833","08:0000928008"
"417833","08:0000940960"
"417817","08:0000928012"
"458910","09:0000440675"
"429205","09:0000609451"
"463264","09:0000670354"
"472462","09:0000670710"
"487363","09:0000572525"
"42654","03:0000247587"
"497417","07:0000459669"
"415553","09:0000304392"
"395460","09:0000503838"
"497696","07:0000562474"
"470172","09:0000419283"
"418927","09:0000419283"
"359477","09:0000327821"
"459224","09:0000329157"
"344291","07:0000654059"
"363813","07:0000543272"
"363813","07:0000543731"
"491619","09:0000467782"
"147515","04:0000214247"
"484333","09:0000612367"
"485115","Б07:00014885"
"103905","Б06:00046430"
"417102","07:0000405731"
"211329","05:0000912434"
"403012","03:0001841514"
"244806","08:0000940960"
"244806","08:0000928008"
"115036","03:0001842623"
"244305","06:0000294972"
"153108","08:0000928008"
"319165","07:0000071396"
"255945","03:0001856349"
"483283","08:0000940960"
"483283","08:0000928012"
"266822","Б05:00006060"
"470278","09:0000440675"
"505702","07:0000543731"
"487866","06:0000930805"
"494675","09:0000304392"
"259979","06:0000098225"
"424380","09:0000357037"
"177949","05:0000034532"
"519333","09:0000340816"
"173034","08:0000985696"
"429165","09:0000590343"
"75791","01:0001855673"
"397386","09:0000304392"
"454980","09:0000797266"
"447440","09:0000303053"
"526988","09:0000419283"
"417672","06:0000856179"
"108053","04:0001002805"
"511251","03:0001841315"
"348990","09:0000612063"
"285998","06:0000853659"
"288910","06:0000853866"
"484733","13:0000022846"
"507551","07:0000654059"
"442646","05:0000516964"
"362606","09:0000325689"
"362606","09:0000325709"
"226832","06:0000066094"
"553261","06:0000836623"
"230785","06:0001102522"
"508293","07:0000075185"
"498735","13:0000014543"
"534726","09:0000572538"
"484321","09:0000889414"
"228388","06:0000839319"
"485143","09:0000770066"
"548713","04:0000063755"
"556411","09:0000367590"
"556411","09:0000366413"
"556354","09:0000366639"
"408764","09:0000365885"
"361307","06:0001132235"
"556381","09:0000889442"
"292091","05:0000012336"
"17367","03:0000026355"
"134741","08:0000928012"
"543382","Б09:00037285"
"287176","06:0000891131"
"519900","09:0000386285"
"496229","06:0000034746"
"74641","09:0000867033"
"129213","08:0001193490"
"481918","06:0000859761"
"278527","06:0000294981"
"25480","03:0000350766"
"341324","09:0000570140"
"341324","09:0000570140"
"341324","09:0000570140"
"348155","09:0000570140"
"348155","09:0000570140"
"348155","09:0000570140"
"400806","09:0000570140"
"400806","09:0000570140"
"400806","09:0000570140"
"331566","09:0000570140"
"331566","09:0000570140"
"331566","09:0000570140"
"331563","09:0000570140"
"331563","09:0000570140"
"331563","09:0000570140"
"366435","06:0001133108"
"282330","11:0000102138"
"391923","11:0000102138"
"341299","11:0000102138"
"86778","01:0001856296"
"138195","08:0000808823"
"501346","09:0000153510"
"557431","09:0000889442"
"557419","09:0000889442"
"557414","09:0000889442"
"549168","09:0000889442"
"5514","03:0000023029"
"3205","03:0000306696"
"7330","03:0000064124"
"10341","03:0000306696"
"9273","03:0000064124"
"1104","03:0000021855"
"1104","03:0000021855"
"8115","03:0000306696"
"7802","03:0000306696"
"5514","03:0000023029"
"3205","03:0000306696"
"7330","03:0000064124"
"10341","03:0000306696"
"9273","03:0000064124"
"1104","03:0000021855"
"1104","03:0000021855"
"8115","03:0000306696"
"7802","03:0000306696"
"153640","03:0000950959"
"162509","03:0000345884"
"38350","02:0000160029"
"186648","10:0000062803"
"108213","01:0000341741"
"139960","08:0000043287"
"218689","Б05:00012966"
"215246","06:0000001273"
"55382","10:0000047189"
"182556","Б05:00008479"
"51570","01:0000880193"
"69474","01:0000715350"
"228000","06:0000506366"
"266372","01:0000072558"
"102879","03:0000358519"
"311431","05:0000855910"
"340155","02:0000210864"
"401957","09:0000164346"
"186334","05:0000640248"
"52319","02:0000108286"
"57884","02:0000210864"
"347878","04:0000005311"
"188439","Б05:00008479"
"77549","04:0000005311"
"319114","07:0000218477"
"404264","09:0000132293"
"312093","06:0000002260"
"333939","Б09:00011492"
"333939","Б09:00012368"
"333939","Б09:00012371"
"333939","Б09:00012364"
"333939","Б09:00012383"
"276951","04:0000383055"
"408440","Б07:00015258"
"380605","09:0000386916"
"358812","09:0000298720"
"262280","06:0000098461"
"143306","05:0000924733"
"380252","06:0000881521"
"373116","07:0000016210"
"322086","Б06:00036634"
"336343","Б09:00011490"
"436414","Б06:00035960"
"436422","Б06:00035960"
"436427","Б06:00035960"
"436447","Б06:00035960"
"342181","Б09:00011490"
"436478","Б06:00035960"
"231270","06:0000270638"
"436479","Б06:00035960"
"436483","Б06:00035960"
"436494","Б06:00035960"
"436421","09:0000297537"
"335736","Б07:00016347"
"173208","Б09:00012331"
"358685","Б09:00012368"
"358685","Б09:00012371"
"358685","Б09:00011492"
"358685","Б09:00012383"
"395498","09:0000301437"
"380350","09:0000175055"
"382239","09:0000043755"
"388036","09:0000299692"
"388036","09:0000300574"
"422590","09:0000367180"
"437294","Б07:00015821"
"459427","09:0000043755"
"463890","09:0000328746"
"459468","09:0000043755"
"459463","09:0000043755"
"459453","09:0000043755"
"194275","05:0000925261"
"77094","02:0000375105"
"245103","06:0000076059"
"265303","Б06:00037233"
"348044","07:0000679904"
"332957","Б09:00012331"
"332957","Б09:00012329"
"355675","Б09:00012364"
"355675","Б09:00012364"
"355675","Б09:00012368"
"355675","Б09:00012383"
"333281","Б09:00011490"
"349631","Б09:00012368"
"349631","Б09:00012364"
"449153","09:0000364603"
"425164","09:0000309517"
"459422","09:0000043755"
"446012","09:0000367180"
"459482","09:0000043755"
"398287","09:0000456693"
"341641","07:0000403888"
"465621","09:0000524951"
"459432","09:0000043755"
"171159","05:0000924519"
"465622","09:0000529401"
"108167","03:0000021855"
"341372","09:0000376744"
"383273","09:0000301437"
"449839","Б07:00014884"
"355643","Б07:00015671"
"355643","Б07:00015672"
"459437","09:0000043755"
"459455","09:0000043755"
"454241","09:0000043755"
"454423","09:0000043755"
"398625","09:0000357305"
"454249","09:0000043755"
"454405","09:0000043755"
"463258","Б09:00015434"
"454297","09:0000043755"
"454391","09:0000043755"
"454383","09:0000043755"
"454310","09:0000043755"
"353741","09:0000570224"
"462193","09:0000298720"
"462225","09:0000298743"
"462219","09:0000298762"
"449756","09:0000298143"
"367111","09:0000425862"
"445705","05:0000623930"
"326584","07:0000533491"
"364432","09:0000570289"
"477522","06:0000788332"
"497487","Б06:00039038"
"496077","09:0000376744"
"371383","09:0000309615"
"455139","07:0000075797"
"398903","19:0000011059"
"402399","04:0000005311"
"372918","Б09:00012072"
"474935","06:0000876995"
"410985","04:0001012089"
"338158","07:0000734694"
"97902","04:0000008604"
"312093","06:0000002260"
"498690","08:0000280027"
"184555","03:0000950959"
"65220","01:0001855249"
"472068","09:0000298762"
"124244","08:0000415776"
"504184","09:0000699803"
"417153","09:0000298762"
"282497","02:0000083617"
"459018","09:0000418100"
"526095","08:0000980775"
"492242","07:0000137180"
"75791","01:0001858965"
"174979","01:0000635512"
"82134","01:0001855679"
"358164","09:0000305636"
"359681","09:0000167993"
"150740","05:0000922768"
"482456","Б07:00016347"
"482456","Б07:00016335"
"383134","09:0000605913"
"31420","03:0001434129"
"403828","06:0000853813"
"288910","06:0000853852"
"288910","06:0000862717"
"252411","06:0000862790"
"252411","06:0000862866"
"383813","Б07:00029548"
"476941","10:0000071902"
"413919","Б09:00012072"
"474510","07:0000016210"
"308772","06:0001038060"
"376314","09:0000425862"
"305496","01:0001885423"
"546906","21:0000000014"
"555907","09:0000043755"
"369093","06:0000272938"
"346307","06:0001132413"
"346307","06:0001132413"
"346307","06:0001132413"
"346307","06:0001132413"
"346307","06:0001132413"
"346307","06:0001132413"
"556403","09:0000366637"
"408764","09:0000366248"
"485798","09:0000351315"
"212976","06:0001132232"
"458230","09:0000742940"
"556557","09:0000340216"
"442518","09:0000488279"
"556622","03:0000347317"
"109167","02:0001431127"
"490057","Б09:00037284"
"437709","Б07:00015258"
"557074","09:0000043755"
"557013","09:0000043755"
"556998","09:0000043755"
"557052","09:0000043755"
"557005","09:0000043755"
"354004","09:0000351330"
"354004","09:0000351018"
"385514","09:0000293762"
"556696","09:0000175055"
"547109","09:0000294240"
"538752","09:0000323382"
"156874","05:0000972555"
"519884","09:0000304826"
"427335","09:0000311835"
"545644","09:0000322499"
"405196","09:0000692509"
"398136","09:0000464677"
"541195","07:0000561829"
